Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
07-Directory,Chrome 110.0.0.0,,,2023-02-20 13:55:18,2023-02-20 14:02:44,7m - 26.049s,PASSED
,,,,,,,
Test Cases/07-Directory/01 -Connections - Add New Contact (required field is blank),Chrome 110.0.0.0,,,2023-02-20 13:55:19,2023-02-20 13:58:01,2m - 41.839s,PASSED
"openBrowser("""")",Chrome 110.0.0.0,,,2023-02-20 13:55:21,2023-02-20 13:55:33,11.776s,PASSED
"navigateToUrl(""https://lab.everleagues.com/"")",Chrome 110.0.0.0,,,2023-02-20 13:55:33,2023-02-20 13:56:05,32.010s,PASSED
maximizeWindow(),Chrome 110.0.0.0,,,2023-02-20 13:56:05,2023-02-20 13:56:06,0.310s,PASSED
"callTestCase(findTestCase(""01-Login and Forgot Password/04-Login(Valid Credentials-With Subscription)""), [:], STOP_ON_FAILURE)",Chrome 110.0.0.0,,,2023-02-20 13:56:06,2023-02-20 13:57:10,1m - 4.200s,PASSED
"click(findTestObject(""03-Header Menu/Hamburger Button/div_Directory""))",Chrome 110.0.0.0,,,2023-02-20 13:57:10,2023-02-20 13:57:16,6.038s,PASSED
delay(3),Chrome 110.0.0.0,,,2023-02-20 13:57:16,2023-02-20 13:57:19,3.014s,PASSED
"verifyElementVisible(findTestObject(""07-Directory/Connections/div_Connections""))",Chrome 110.0.0.0,,,2023-02-20 13:57:19,2023-02-20 13:57:20,1.665s,PASSED
"verifyElementVisible(findTestObject(""07-Directory/Connections/div_Labels""))",Chrome 110.0.0.0,,,2023-02-20 13:57:20,2023-02-20 13:57:21,0.882s,PASSED
delay(3),Chrome 110.0.0.0,,,2023-02-20 13:57:21,2023-02-20 13:57:24,3.013s,PASSED
"click(findTestObject(""07-Directory/Connections/div_Connections""))",Chrome 110.0.0.0,,,2023-02-20 13:57:24,2023-02-20 13:57:26,1.248s,PASSED
delay(3),Chrome 110.0.0.0,,,2023-02-20 13:57:26,2023-02-20 13:57:29,3.022s,PASSED
"verifyElementVisible(findTestObject(""07-Directory/Connections/h4_CONNECTIONS""))",Chrome 110.0.0.0,,,2023-02-20 13:57:29,2023-02-20 13:57:30,1.512s,PASSED
"verifyElementVisible(findTestObject(""07-Directory/Connections/h5_Save your contacts here and throw your business cards away""))",Chrome 110.0.0.0,,,2023-02-20 13:57:30,2023-02-20 13:57:31,0.756s,PASSED
"verifyElementVisible(findTestObject(""07-Directory/Connections/button_search""))",Chrome 110.0.0.0,,,2023-02-20 13:57:31,2023-02-20 13:57:32,0.935s,PASSED
"verifyElementVisible(findTestObject(""07-Directory/Connections/button_add new contact""))",Chrome 110.0.0.0,,,2023-02-20 13:57:32,2023-02-20 13:57:33,1.248s,PASSED
"verifyElementVisible(findTestObject(""07-Directory/Connections/button_Filter""))",Chrome 110.0.0.0,,,2023-02-20 13:57:33,2023-02-20 13:57:35,1.557s,PASSED
delay(3),Chrome 110.0.0.0,,,2023-02-20 13:57:35,2023-02-20 13:57:38,3.022s,PASSED
"click(findTestObject(""07-Directory/Connections/button_add new contact""))",Chrome 110.0.0.0,,,2023-02-20 13:57:38,2023-02-20 13:57:41,3.550s,PASSED
delay(3),Chrome 110.0.0.0,,,2023-02-20 13:57:41,2023-02-20 13:57:44,3.018s,PASSED
"click(findTestObject(""07-Directory/Connections/input_Type_email""))",Chrome 110.0.0.0,,,2023-02-20 13:57:44,2023-02-20 13:57:46,1.283s,PASSED
"verifyElementVisible(findTestObject(""07-Directory/Connections/Add new contact modal""))",Chrome 110.0.0.0,,,2023-02-20 13:57:46,2023-02-20 13:57:46,0.756s,PASSED
delay(3),Chrome 110.0.0.0,,,2023-02-20 13:57:46,2023-02-20 13:57:49,3.011s,PASSED
"click(findTestObject(""07-Directory/Connections/input_firstName""))",Chrome 110.0.0.0,,,2023-02-20 13:57:49,2023-02-20 13:57:51,1.270s,PASSED
"click(findTestObject(""07-Directory/Connections/input_lastName""))",Chrome 110.0.0.0,,,2023-02-20 13:57:51,2023-02-20 13:57:52,0.969s,PASSED
"click(findTestObject(""07-Directory/Connections/input_Type_email""))",Chrome 110.0.0.0,,,2023-02-20 13:57:52,2023-02-20 13:57:53,0.969s,PASSED
delay(3),Chrome 110.0.0.0,,,2023-02-20 13:57:53,2023-02-20 13:57:56,3.012s,PASSED
"verifyElementVisible(findTestObject(""07-Directory/Connections/div_First Name Field is required""))",Chrome 110.0.0.0,,,2023-02-20 13:57:56,2023-02-20 13:57:56,0.722s,PASSED
"verifyElementVisible(findTestObject(""07-Directory/Connections/div_Last Name Field is required""))",Chrome 110.0.0.0,,,2023-02-20 13:57:56,2023-02-20 13:57:57,0.673s,PASSED
"verifyElementNotClickable(findTestObject(""07-Directory/Connections/button_Create""))",Chrome 110.0.0.0,,,2023-02-20 13:57:57,2023-02-20 13:57:58,1.361s,PASSED
delay(3),Chrome 110.0.0.0,,,2023-02-20 13:57:58,2023-02-20 13:58:01,3.008s,PASSED
,,,,,,,
Test Cases/07-Directory/02 -Connections - Add New Contact (Fill out required field),Chrome 110.0.0.0,,,2023-02-20 13:58:01,2023-02-20 13:58:15,14.047s,PASSED
"setText(findTestObject(""07-Directory/Connections/input_firstName""), ""GG"")",Chrome 110.0.0.0,,,2023-02-20 13:58:03,2023-02-20 13:58:05,1.640s,PASSED
"setText(findTestObject(""07-Directory/Connections/input_lastName""), ""Auto"")",Chrome 110.0.0.0,,,2023-02-20 13:58:05,2023-02-20 13:58:06,1.551s,PASSED
"setText(findTestObject(""07-Directory/Connections/input_Type_email""), ""autotester02@mailinator.com"")",Chrome 110.0.0.0,,,2023-02-20 13:58:06,2023-02-20 13:58:08,2.185s,PASSED
"click(findTestObject(""07-Directory/Connections/input_Type_phone""))",Chrome 110.0.0.0,,,2023-02-20 13:58:08,2023-02-20 13:58:11,2.336s,PASSED
"click(findTestObject(""07-Directory/Connections/button_area code""))",Chrome 110.0.0.0,,,2023-02-20 13:58:11,2023-02-20 13:58:12,1.804s,PASSED
delay(3),Chrome 110.0.0.0,,,2023-02-20 13:58:12,2023-02-20 13:58:15,3.009s,PASSED
,,,,,,,
Test Cases/07-Directory/03 -Connections - Add New Contact (add phone number),Chrome 110.0.0.0,,,2023-02-20 13:58:15,2023-02-20 13:58:28,12.897s,PASSED
"verifyElementVisible(findTestObject(""07-Directory/Connections/area code modal""))",Chrome 110.0.0.0,,,2023-02-20 13:58:17,2023-02-20 13:58:19,2.030s,PASSED
"click(findTestObject(""07-Directory/Connections/button_Australia""))",Chrome 110.0.0.0,,,2023-02-20 13:58:19,2023-02-20 13:58:21,1.141s,PASSED
delay(3),Chrome 110.0.0.0,,,2023-02-20 13:58:21,2023-02-20 13:58:24,3.011s,PASSED
"setText(findTestObject(""07-Directory/Connections/input_Type_phone""), ""488827341"")",Chrome 110.0.0.0,,,2023-02-20 13:58:24,2023-02-20 13:58:25,1.757s,PASSED
delay(3),Chrome 110.0.0.0,,,2023-02-20 13:58:25,2023-02-20 13:58:28,3.009s,PASSED
,,,,,,,
Test Cases/07-Directory/04 -Connections - Add New Contact (address required fields blank),Chrome 110.0.0.0,,,2023-02-20 13:58:28,2023-02-20 13:59:08,39.258s,PASSED
"scrollToElement(findTestObject(""07-Directory/Connections/button_add_address""), 0)",Chrome 110.0.0.0,,,2023-02-20 13:58:30,2023-02-20 13:58:31,1.158s,PASSED
"click(findTestObject(""07-Directory/Connections/button_add_address""))",Chrome 110.0.0.0,,,2023-02-20 13:58:31,2023-02-20 13:58:33,1.233s,PASSED
"click(findTestObject(""07-Directory/Connections/button_add_address""))",Chrome 110.0.0.0,,,2023-02-20 13:58:33,2023-02-20 13:58:35,2.082s,PASSED
"verifyElementVisible(findTestObject(""07-Directory/Connections/Edit address modal""))",Chrome 110.0.0.0,,,2023-02-20 13:58:35,2023-02-20 13:58:36,1.440s,PASSED
