Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
12-EL Sign,Chrome 109.0.0.0,,,2023-01-17 16:26:30,2023-01-17 16:30:13,3m - 42.627s,PASSED
,,,,,,,
Test Cases/12-EL Sign/01-Send Documents (Upload a file-required field is blank),Chrome 109.0.0.0,,,2023-01-17 16:26:31,2023-01-17 16:29:04,2m - 32.708s,PASSED
"openBrowser("""")",Chrome 109.0.0.0,,,2023-01-17 16:26:34,2023-01-17 16:26:45,11.942s,PASSED
"navigateToUrl(""https://lab.everleagues.com/"")",Chrome 109.0.0.0,,,2023-01-17 16:26:45,2023-01-17 16:27:18,32.037s,PASSED
maximizeWindow(),Chrome 109.0.0.0,,,2023-01-17 16:27:18,2023-01-17 16:27:18,0.303s,PASSED
"callTestCase(findTestCase(""01-Login and Forgot Password/Login(Valid Credentials-With Subscription)""), [:], STOP_ON_FAILURE)",Chrome 109.0.0.0,,,2023-01-17 16:27:18,2023-01-17 16:28:22,1m - 4.173s,PASSED
"click(findTestObject(""06-Teams/button_doublearrow""))",Chrome 109.0.0.0,,,2023-01-17 16:28:22,2023-01-17 16:28:27,4.612s,PASSED
"click(findTestObject(""06-Teams/button_My Organizations""))",Chrome 109.0.0.0,,,2023-01-17 16:28:27,2023-01-17 16:28:27,0.824s,PASSED
"click(findTestObject(""02-Side Icons(Organization)/Add Contact/button_Automation Test Org""))",Chrome 109.0.0.0,,,2023-01-17 16:28:27,2023-01-17 16:28:29,1.272s,PASSED
delay(4),Chrome 109.0.0.0,,,2023-01-17 16:28:29,2023-01-17 16:28:33,4.014s,PASSED
"verifyElementVisible(findTestObject(""02-Side Icons(Organization)/Add Contact/span_Automation Test Org""))",Chrome 109.0.0.0,,,2023-01-17 16:28:33,2023-01-17 16:28:34,0.796s,PASSED
delay(5),Chrome 109.0.0.0,,,2023-01-17 16:28:34,2023-01-17 16:28:39,5.007s,PASSED
"scrollToElement(findTestObject(""03-Header Menu/Hamburger Button/div_ELSign""), 0)",Chrome 109.0.0.0,,,2023-01-17 16:28:39,2023-01-17 16:28:39,0.905s,PASSED
"click(findTestObject(""03-Header Menu/Hamburger Button/div_ELSign""))",Chrome 109.0.0.0,,,2023-01-17 16:28:39,2023-01-17 16:28:41,1.896s,PASSED
"verifyElementVisible(findTestObject(""03-Header Menu/Hamburger Button/div_ELSign""))",Chrome 109.0.0.0,,,2023-01-17 16:28:41,2023-01-17 16:28:45,3.396s,PASSED
"verifyElementVisible(findTestObject(""12-EL Sign/h4_ELSign""))",Chrome 109.0.0.0,,,2023-01-17 16:28:45,2023-01-17 16:28:46,0.803s,PASSED
delay(3),Chrome 109.0.0.0,,,2023-01-17 16:28:46,2023-01-17 16:28:49,3.012s,PASSED
"click(findTestObject(""12-EL Sign/div_Send Documents""))",Chrome 109.0.0.0,,,2023-01-17 16:28:49,2023-01-17 16:28:49,0.876s,PASSED
"uploadpackage.Upload.uploadFile(findTestObject(""Object Repository/12-EL Sign/div_Drag and drop or Upload PDF or Word document here""), ""C:\Users\asus\Desktop\EL automation\sample.pdf"")",Chrome 109.0.0.0,,,2023-01-17 16:28:49,2023-01-17 16:28:53,3.360s,PASSED
delay(3),Chrome 109.0.0.0,,,2023-01-17 16:28:53,2023-01-17 16:28:56,3.048s,PASSED
"click(findTestObject(""12-EL Sign/input_documentTitle""))",Chrome 109.0.0.0,,,2023-01-17 16:28:56,2023-01-17 16:28:57,0.874s,PASSED
"sendKeys(findTestObject(""Object Repository/12-EL Sign/input_documentTitle""), Keys.chord(CONTROL, ""a""))",Chrome 109.0.0.0,,,2023-01-17 16:28:57,2023-01-17 16:28:58,0.886s,PASSED
"sendKeys(findTestObject(""Object Repository/12-EL Sign/input_documentTitle""), Keys.chord(BACK_SPACE))",Chrome 109.0.0.0,,,2023-01-17 16:28:58,2023-01-17 16:28:58,0.750s,PASSED
"clickOffset(findTestObject(""12-EL Sign/h4_ELSign""), 100, 100)",Chrome 109.0.0.0,,,2023-01-17 16:28:58,2023-01-17 16:28:59,0.985s,PASSED
"verifyElementVisible(findTestObject(""12-EL Sign/mat-error_Title is required""))",Chrome 109.0.0.0,,,2023-01-17 16:28:59,2023-01-17 16:29:01,1.739s,PASSED
delay(3),Chrome 109.0.0.0,,,2023-01-17 16:29:01,2023-01-17 16:29:04,3.010s,PASSED
,,,,,,,
Test Cases/12-EL Sign/02-Send Documents (Upload a file-fill out required field),Chrome 109.0.0.0,,,2023-01-17 16:29:04,2023-01-17 16:29:17,12.902s,PASSED
"setText(findTestObject(""12-EL Sign/input_documentTitle""), ""sample.pdf"")",Chrome 109.0.0.0,,,2023-01-17 16:29:06,2023-01-17 16:29:07,1.442s,PASSED
"click(findTestObject(""12-EL Sign/button_UPLOAD""))",Chrome 109.0.0.0,,,2023-01-17 16:29:07,2023-01-17 16:29:09,1.254s,PASSED
delay(3),Chrome 109.0.0.0,,,2023-01-17 16:29:09,2023-01-17 16:29:12,3.011s,PASSED
"click(findTestObject(""12-EL Sign/button_homeELSIGN DOCUMENTS""))",Chrome 109.0.0.0,,,2023-01-17 16:29:12,2023-01-17 16:29:14,2.400s,PASSED
delay(3),Chrome 109.0.0.0,,,2023-01-17 16:29:14,2023-01-17 16:29:17,3.015s,PASSED
,,,,,,,
Test Cases/12-EL Sign/03-Send Documents (Function buttons),Chrome 109.0.0.0,,,2023-01-17 16:29:17,2023-01-17 16:30:13,55.539s,PASSED
"click(findTestObject(""12-EL Sign/mat-icon_refresh""))",Chrome 109.0.0.0,,,2023-01-17 16:29:19,2023-01-17 16:29:20,0.925s,PASSED
delay(3),Chrome 109.0.0.0,,,2023-01-17 16:29:20,2023-01-17 16:29:23,3.024s,PASSED
"click(findTestObject(""12-EL Sign/mat-icon_configureColumns""))",Chrome 109.0.0.0,,,2023-01-17 16:29:23,2023-01-17 16:29:24,1.109s,PASSED
"click(findTestObject(""12-EL Sign/mat-dialog-container_configureColumnModal""))",Chrome 109.0.0.0,,,2023-01-17 16:29:24,2023-01-17 16:29:25,1.026s,PASSED
"click(findTestObject(""12-EL Sign/span_ELSign Tracking Id""))",Chrome 109.0.0.0,,,2023-01-17 16:29:25,2023-01-17 16:29:26,1.138s,PASSED
"click(findTestObject(""12-EL Sign/span_Document Name""))",Chrome 109.0.0.0,,,2023-01-17 16:29:26,2023-01-17 16:29:28,1.479s,PASSED
"click(findTestObject(""12-EL Sign/span_Status""))",Chrome 109.0.0.0,,,2023-01-17 16:29:28,2023-01-17 16:29:29,1.204s,PASSED
"click(findTestObject(""12-EL Sign/span_Signer Status""))",Chrome 109.0.0.0,,,2023-01-17 16:29:29,2023-01-17 16:29:30,1.253s,PASSED
"click(findTestObject(""12-EL Sign/span_View""))",Chrome 109.0.0.0,,,2023-01-17 16:29:30,2023-01-17 16:29:31,1.226s,PASSED
"click(findTestObject(""12-EL Sign/span_Certificate""))",Chrome 109.0.0.0,,,2023-01-17 16:29:31,2023-01-17 16:29:33,1.382s,PASSED
"click(findTestObject(""12-EL Sign/span_Delete""))",Chrome 109.0.0.0,,,2023-01-17 16:29:33,2023-01-17 16:29:34,1.119s,PASSED
"click(findTestObject(""12-EL Sign/span_History""))",Chrome 109.0.0.0,,,2023-01-17 16:29:34,2023-01-17 16:29:35,1.449s,PASSED
"click(findTestObject(""12-EL Sign/span_Reminder""))",Chrome 109.0.0.0,,,2023-01-17 16:29:35,2023-01-17 16:29:36,1.203s,PASSED
"click(findTestObject(""12-EL Sign/span_Last Modified""))",Chrome 109.0.0.0,,,2023-01-17 16:29:36,2023-01-17 16:29:38,1.277s,PASSED
delay(3),Chrome 109.0.0.0,,,2023-01-17 16:29:38,2023-01-17 16:29:41,3.021s,PASSED
"click(findTestObject(""12-EL Sign/span_ELSign Tracking Id""))",Chrome 109.0.0.0,,,2023-01-17 16:29:41,2023-01-17 16:29:42,0.863s,PASSED
"click(findTestObject(""12-EL Sign/span_Document Name""))",Chrome 109.0.0.0,,,2023-01-17 16:29:42,2023-01-17 16:29:43,1.151s,PASSED
"click(findTestObject(""12-EL Sign/span_Status""))",Chrome 109.0.0.0,,,2023-01-17 16:29:43,2023-01-17 16:29:44,1.093s,PASSED
"click(findTestObject(""12-EL Sign/span_Signer Status""))",Chrome 109.0.0.0,,,2023-01-17 16:29:44,2023-01-17 16:29:45,1.174s,PASSED
"click(findTestObject(""12-EL Sign/span_View""))",Chrome 109.0.0.0,,,2023-01-17 16:29:45,2023-01-17 16:29:46,1.235s,PASSED
"click(findTestObject(""12-EL Sign/span_Download""))",Chrome 109.0.0.0,,,2023-01-17 16:29:46,2023-01-17 16:29:47,1.201s,PASSED
"click(findTestObject(""12-EL Sign/span_Certificate""))",Chrome 109.0.0.0,,,2023-01-17 16:29:47,2023-01-17 16:29:49,1.104s,PASSED
"click(findTestObject(""12-EL Sign/span_Delete""))",Chrome 109.0.0.0,,,2023-01-17 16:29:49,2023-01-17 16:29:50,1.422s,PASSED
"click(findTestObject(""12-EL Sign/span_History""))",Chrome 109.0.0.0,,,2023-01-17 16:29:50,2023-01-17 16:29:51,1.344s,PASSED
"click(findTestObject(""12-EL Sign/span_Reminder""))",Chrome 109.0.0.0,,,2023-01-17 16:29:51,2023-01-17 16:29:52,1.210s,PASSED
"click(findTestObject(""12-EL Sign/span_Last Modified""))",Chrome 109.0.0.0,,,2023-01-17 16:29:52,2023-01-17 16:29:54,1.132s,PASSED
delay(3),Chrome 109.0.0.0,,,2023-01-17 16:29:54,2023-01-17 16:29:57,3.010s,PASSED
"click(findTestObject(""12-EL Sign/button_CLOSE""))",Chrome 109.0.0.0,,,2023-01-17 16:29:57,2023-01-17 16:29:58,0.988s,PASSED
delay(3),Chrome 109.0.0.0,,,2023-01-17 16:29:58,2023-01-17 16:30:01,3.016s,PASSED
"click(findTestObject(""12-EL Sign/mat-icon_exportCSV""))",Chrome 109.0.0.0,,,2023-01-17 16:30:01,2023-01-17 16:30:02,0.880s,PASSED
delay(3),Chrome 109.0.0.0,,,2023-01-17 16:30:02,2023-01-17 16:30:05,3.012s,PASSED
"click(findTestObject(""12-EL Sign/mat-icon_expandAll""))",Chrome 109.0.0.0,,,2023-01-17 16:30:05,2023-01-17 16:30:06,1.044s,PASSED
delay(3),Chrome 109.0.0.0,,,2023-01-17 16:30:06,2023-01-17 16:30:09,3.022s,PASSED
"click(findTestObject(""12-EL Sign/mat-icon_refit""))",Chrome 109.0.0.0,,,2023-01-17 16:30:09,2023-01-17 16:30:10,0.969s,PASSED
delay(3),Chrome 109.0.0.0,,,2023-01-17 16:30:10,2023-01-17 16:30:13,3.024s,PASSED
