Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
11.1 - Cloud Files(My Drive),Chrome 113.0.0.0,,,2023-05-15 14:27:43,2023-05-15 14:34:05,6m - 21.377s,PASSED
,,,,,,,
Test Cases/11.1 - Cloud Files (My Drive)/01-Create new folder(required field is blank),Chrome 113.0.0.0,,,2023-05-15 14:27:44,2023-05-15 14:29:35,1m - 50.557s,PASSED
"openBrowser("""")",Chrome 113.0.0.0,,,2023-05-15 14:27:45,2023-05-15 14:27:50,5.914s,PASSED
navigateToUrl(appURL),Chrome 113.0.0.0,,,2023-05-15 14:27:50,2023-05-15 14:28:02,12.013s,PASSED
maximizeWindow(),Chrome 113.0.0.0,,,2023-05-15 14:28:02,2023-05-15 14:28:03,0.458s,PASSED
"callTestCase(findTestCase(""01-Login and Forgot Password/04-Login(Valid Credentials-With Subscription)""), [:], STOP_ON_FAILURE)",Chrome 113.0.0.0,,,2023-05-15 14:28:03,2023-05-15 14:29:01,58.289s,PASSED
"click(findTestObject(""06-Teams/button_doublearrow""))",Chrome 113.0.0.0,,,2023-05-15 14:29:01,2023-05-15 14:29:04,3.219s,PASSED
"click(findTestObject(""06-Teams/button_My Organizations""))",Chrome 113.0.0.0,,,2023-05-15 14:29:04,2023-05-15 14:29:05,1.021s,PASSED
"click(findTestObject(""02-Side Icons(Organization)/Add Contact/button_Automation Test Org""))",Chrome 113.0.0.0,,,2023-05-15 14:29:05,2023-05-15 14:29:07,1.178s,PASSED
delay(delay_4seconds),Chrome 113.0.0.0,,,2023-05-15 14:29:07,2023-05-15 14:29:11,4.013s,PASSED
"verifyElementVisible(findTestObject(""02-Side Icons(Organization)/Add Contact/span_Automation Test Org""))",Chrome 113.0.0.0,,,2023-05-15 14:29:11,2023-05-15 14:29:11,0.414s,PASSED
delay(delay_5seconds),Chrome 113.0.0.0,,,2023-05-15 14:29:11,2023-05-15 14:29:16,5.006s,PASSED
"click(findTestObject(""03-Header Menu/Hamburger Button/div_Cloud Files""))",Chrome 113.0.0.0,,,2023-05-15 14:29:16,2023-05-15 14:29:17,0.619s,PASSED
"scrollToElement(findTestObject(""11-Cloud Files/a_My Drive""), 0)",Chrome 113.0.0.0,,,2023-05-15 14:29:17,2023-05-15 14:29:18,0.921s,PASSED
"verifyElementVisible(findTestObject(""11-Cloud Files/a_My Drive""))",Chrome 113.0.0.0,,,2023-05-15 14:29:18,2023-05-15 14:29:18,0.443s,PASSED
"verifyElementVisible(findTestObject(""11-Cloud Files/a_Shared Drive""))",Chrome 113.0.0.0,,,2023-05-15 14:29:18,2023-05-15 14:29:18,0.408s,PASSED
"verifyElementVisible(findTestObject(""11-Cloud Files/a_Shared With Me""))",Chrome 113.0.0.0,,,2023-05-15 14:29:18,2023-05-15 14:29:19,0.425s,PASSED
"click(findTestObject(""11-Cloud Files/a_My Drive""))",Chrome 113.0.0.0,,,2023-05-15 14:29:19,2023-05-15 14:29:20,1.236s,PASSED
"verifyElementVisible(findTestObject(""11-Cloud Files/h4_CLOUD STORAGE""))",Chrome 113.0.0.0,,,2023-05-15 14:29:20,2023-05-15 14:29:22,1.951s,PASSED
"verifyElementVisible(findTestObject(""11-Cloud Files/h4_MY FILES""))",Chrome 113.0.0.0,,,2023-05-15 14:29:22,2023-05-15 14:29:22,0.431s,PASSED
delay(delay_3seconds),Chrome 113.0.0.0,,,2023-05-15 14:29:22,2023-05-15 14:29:25,3.017s,PASSED
"click(findTestObject(""11-Cloud Files/button_create_new_folderNew Folder""))",Chrome 113.0.0.0,,,2023-05-15 14:29:25,2023-05-15 14:29:26,0.676s,PASSED
"verifyElementVisible(findTestObject(""11-Cloud Files/mat-dialog-container_CreateNewFolder modal""))",Chrome 113.0.0.0,,,2023-05-15 14:29:26,2023-05-15 14:29:27,0.998s,PASSED
"verifyElementVisible(findTestObject(""11-Cloud Files/h4_New folder""))",Chrome 113.0.0.0,,,2023-05-15 14:29:27,2023-05-15 14:29:28,0.707s,PASSED
