Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"verifyElementVisible(findTestObject(""10-Open Video Conference/error_Enter a valid emailEnter a valid phone number (eg 13330001234)""))",Chrome 113.0.0.0,,,2023-05-24 19:06:01,2023-05-24 19:06:02,0.496s,PASSED
"clickOffset(findTestObject(""10-Open Video Conference/input_Lastname""), 10, 10)",Chrome 113.0.0.0,,,2023-05-24 19:06:02,2023-05-24 19:06:02,0.670s,PASSED
delay(delay_2seconds),Chrome 113.0.0.0,,,2023-05-24 19:06:02,2023-05-24 19:06:04,2.017s,PASSED
"click(findTestObject(""10-Open Video Conference/div_Schedule""))",Chrome 113.0.0.0,,,2023-05-24 19:06:04,2023-05-24 19:06:05,0.546s,PASSED
"verifyElementVisible(findTestObject(""10-Open Video Conference/button_Start Date""))",Chrome 113.0.0.0,,,2023-05-24 19:06:05,2023-05-24 19:06:06,0.867s,PASSED
"clickOffset(findTestObject(""10-Open Video Conference/input_Meeting Title""), 10, 10)",Chrome 113.0.0.0,,,2023-05-24 19:06:06,2023-05-24 19:06:07,1.487s,PASSED
"verifyElementVisible(findTestObject(""10-Open Video Conference/button_End Date""))",Chrome 113.0.0.0,,,2023-05-24 19:06:07,2023-05-24 19:06:08,0.397s,PASSED
"verifyElementNotClickable(findTestObject(""10-Open Video Conference/button_Create meeting""))",Chrome 113.0.0.0,,,2023-05-24 19:06:08,2023-05-24 19:06:08,0.392s,PASSED
"clickOffset(findTestObject(""10-Open Video Conference/input_Meeting Title""), 10, 10)",Chrome 113.0.0.0,,,2023-05-24 19:06:08,2023-05-24 19:06:09,0.482s,PASSED
"verifyElementVisible(findTestObject(""10-Open Video Conference/div_recurrence_dropdown""))",Chrome 113.0.0.0,,,2023-05-24 19:06:09,2023-05-24 19:06:09,0.416s,PASSED
,,,,,,,
Test Cases/10-Open Video Conference/02-Invalid email,Chrome 113.0.0.0,,,2023-05-24 19:06:09,2023-05-24 19:06:14,5.180s,PASSED
delay(delay_3seconds),Chrome 113.0.0.0,,,2023-05-24 19:06:09,2023-05-24 19:06:12,3.005s,PASSED
"verifyElementVisible(findTestObject(""10-Open Video Conference/h5_New Guests""))",Chrome 113.0.0.0,,,2023-05-24 19:06:12,2023-05-24 19:06:13,0.376s,PASSED
"setText(findTestObject(""10-Open Video Conference/input_emailPhonenumber""), ""invalidemail123.com"")",Chrome 113.0.0.0,,,2023-05-24 19:06:13,2023-05-24 19:06:14,1.057s,PASSED
"verifyElementVisible(findTestObject(""10-Open Video Conference/mat-error_Enter a valid email""))",Chrome 113.0.0.0,,,2023-05-24 19:06:14,2023-05-24 19:06:14,0.382s,PASSED
,,,,,,,
Test Cases/10-Open Video Conference/03-Invalid phone number,Chrome 113.0.0.0,,,2023-05-24 19:06:14,2023-05-24 19:06:20,5.519s,PASSED
delay(delay_3seconds),Chrome 113.0.0.0,,,2023-05-24 19:06:15,2023-05-24 19:06:18,3.010s,PASSED
"verifyElementVisible(findTestObject(""10-Open Video Conference/h5_New Guests""))",Chrome 113.0.0.0,,,2023-05-24 19:06:18,2023-05-24 19:06:18,0.395s,PASSED
"setText(findTestObject(""10-Open Video Conference/input_emailPhonenumber""), ""+123456789"")",Chrome 113.0.0.0,,,2023-05-24 19:06:18,2023-05-24 19:06:19,1.224s,PASSED
"verifyElementVisible(findTestObject(""10-Open Video Conference/mat-error_Enter a valid phone number (eg 13330001234)""))",Chrome 113.0.0.0,,,2023-05-24 19:06:19,2023-05-24 19:06:20,0.543s,PASSED
,,,,,,,
Test Cases/10-Open Video Conference/04-Schedule a Meeting(Now),Chrome 113.0.0.0,,,2023-05-24 19:06:20,2023-05-24 19:07:09,48.983s,PASSED
delay(delay_3seconds),Chrome 113.0.0.0,,,2023-05-24 19:06:21,2023-05-24 19:06:24,3.009s,PASSED
"verifyElementVisible(findTestObject(""10-Open Video Conference/h5_Meeting Title""))",Chrome 113.0.0.0,,,2023-05-24 19:06:24,2023-05-24 19:06:24,0.515s,PASSED
"setText(findTestObject(""10-Open Video Conference/input_Meeting Title""), ""Automation Meeting"")",Chrome 113.0.0.0,,,2023-05-24 19:06:24,2023-05-24 19:06:25,1.003s,PASSED
"click(findTestObject(""10-Open Video Conference/div_Now""))",Chrome 113.0.0.0,,,2023-05-24 19:06:25,2023-05-24 19:06:26,1.129s,PASSED
delay(delay_3seconds),Chrome 113.0.0.0,,,2023-05-24 19:06:26,2023-05-24 19:06:29,3.015s,PASSED
"verifyElementVisible(findTestObject(""10-Open Video Conference/h5_Current Contacts""))",Chrome 113.0.0.0,,,2023-05-24 19:06:29,2023-05-24 19:06:30,0.667s,PASSED
"click(findTestObject(""10-Open Video Conference/input_Current Contacts_inputSearchContacts""))",Chrome 113.0.0.0,,,2023-05-24 19:06:30,2023-05-24 19:06:31,0.766s,PASSED
"click(findTestObject(""10-Open Video Conference/span_GG tester""))",Chrome 113.0.0.0,,,2023-05-24 19:06:31,2023-05-24 19:06:32,0.686s,PASSED
delay(delay_2seconds),Chrome 113.0.0.0,,,2023-05-24 19:06:32,2023-05-24 19:06:34,2.024s,PASSED
"clickOffset(findTestObject(""10-Open Video Conference/h5_Meeting Title""), 10, 10)",Chrome 113.0.0.0,,,2023-05-24 19:06:34,2023-05-24 19:06:34,0.572s,PASSED
delay(delay_3seconds),Chrome 113.0.0.0,,,2023-05-24 19:06:34,2023-05-24 19:06:37,3.016s,PASSED
"scrollToElement(findTestObject(""10-Open Video Conference/h5_New Guests""), 0)",Chrome 113.0.0.0,,,2023-05-24 19:06:37,2023-05-24 19:06:38,0.435s,PASSED
"verifyElementVisible(findTestObject(""10-Open Video Conference/h5_New Guests""))",Chrome 113.0.0.0,,,2023-05-24 19:06:38,2023-05-24 19:06:38,0.423s,PASSED
delay(delay_2seconds),Chrome 113.0.0.0,,,2023-05-24 19:06:38,2023-05-24 19:06:40,2.014s,PASSED
"setText(findTestObject(""10-Open Video Conference/input_Firstname""), ""Automation"")",Chrome 113.0.0.0,,,2023-05-24 19:06:40,2023-05-24 19:06:41,0.968s,PASSED
"setText(findTestObject(""10-Open Video Conference/input_Lastname""), ""Tester"")",Chrome 113.0.0.0,,,2023-05-24 19:06:41,2023-05-24 19:06:42,0.820s,PASSED
"setText(findTestObject(""10-Open Video Conference/input_emailPhonenumber""), ""+1234567890"")",Chrome 113.0.0.0,,,2023-05-24 19:06:42,2023-05-24 19:06:43,1.243s,PASSED
"click(findTestObject(""10-Open Video Conference/button_remove_new guests""))",Chrome 113.0.0.0,,,2023-05-24 19:06:43,2023-05-24 19:06:44,0.650s,PASSED
delay(delay_3seconds),Chrome 113.0.0.0,,,2023-05-24 19:06:44,2023-05-24 19:06:47,3.016s,PASSED
"setText(findTestObject(""10-Open Video Conference/input_Firstname""), ""Automation"")",Chrome 113.0.0.0,,,2023-05-24 19:06:47,2023-05-24 19:06:48,0.881s,PASSED
"setText(findTestObject(""10-Open Video Conference/input_Lastname""), ""Tester"")",Chrome 113.0.0.0,,,2023-05-24 19:06:48,2023-05-24 19:06:49,0.851s,PASSED
"setText(findTestObject(""10-Open Video Conference/input_emailPhonenumber""), ""+1234567890"")",Chrome 113.0.0.0,,,2023-05-24 19:06:49,2023-05-24 19:06:50,0.986s,PASSED
delay(delay_3seconds),Chrome 113.0.0.0,,,2023-05-24 19:06:50,2023-05-24 19:06:53,3.016s,PASSED
"click(findTestObject(""10-Open Video Conference/button_add_new guests""))",Chrome 113.0.0.0,,,2023-05-24 19:06:53,2023-05-24 19:06:53,0.557s,PASSED
delay(delay_4seconds),Chrome 113.0.0.0,,,2023-05-24 19:06:53,2023-05-24 19:06:57,4.021s,PASSED
"scrollToElement(findTestObject(""10-Open Video Conference/h5_Meeting Title""), 0)",Chrome 113.0.0.0,,,2023-05-24 19:06:57,2023-05-24 19:06:57,0.370s,PASSED
"click(findTestObject(""10-Open Video Conference/button_Create meeting""))",Chrome 113.0.0.0,,,2023-05-24 19:06:57,2023-05-24 19:06:58,0.441s,PASSED
delay(delay_3seconds),Chrome 113.0.0.0,,,2023-05-24 19:06:58,2023-05-24 19:07:01,3.014s,PASSED
"verifyElementVisible(findTestObject(""10-Open Video Conference/div_link_meetingroom""))",Chrome 113.0.0.0,,,2023-05-24 19:07:01,2023-05-24 19:07:02,1.231s,PASSED
delay(delay_2seconds),Chrome 113.0.0.0,,,2023-05-24 19:07:02,2023-05-24 19:07:04,2.017s,PASSED
"click(findTestObject(""10-Open Video Conference/button_Create another meeting""))",Chrome 113.0.0.0,,,2023-05-24 19:07:04,2023-05-24 19:07:05,0.492s,PASSED
delay(delay_4seconds),Chrome 113.0.0.0,,,2023-05-24 19:07:05,2023-05-24 19:07:09,4.018s,PASSED
,,,,,,,
Test Cases/10-Open Video Conference/05-Schedule a Meeting(Schedule),Chrome 113.0.0.0,,,2023-05-24 19:07:09,2023-05-24 19:07:56,47.119s,PASSED
delay(delay_3seconds),Chrome 113.0.0.0,,,2023-05-24 19:07:09,2023-05-24 19:07:12,3.015s,PASSED
"verifyElementVisible(findTestObject(""10-Open Video Conference/h5_Meeting Title""))",Chrome 113.0.0.0,,,2023-05-24 19:07:12,2023-05-24 19:07:13,0.375s,PASSED
"click(findTestObject(""10-Open Video Conference/div_Schedule""))",Chrome 113.0.0.0,,,2023-05-24 19:07:13,2023-05-24 19:07:13,0.517s,PASSED
"setText(findTestObject(""10-Open Video Conference/input_Meeting Title""), meeting_title)",Chrome 113.0.0.0,,,2023-05-24 19:07:13,2023-05-24 19:07:15,1.600s,PASSED
delay(delay_3seconds),Chrome 113.0.0.0,,,2023-05-24 19:07:15,2023-05-24 19:07:18,3.015s,PASSED
"click(findTestObject(""10-Open Video Conference/button_Start Date""))",Chrome 113.0.0.0,,,2023-05-24 19:07:18,2023-05-24 19:07:18,0.527s,PASSED
"verifyElementVisible(findTestObject(""05-Chat/08-Schedule a meeting/calendar modal""))",Chrome 113.0.0.0,,,2023-05-24 19:07:18,2023-05-24 19:07:19,0.427s,PASSED
delay(delay_3seconds),Chrome 113.0.0.0,,,2023-05-24 19:07:19,2023-05-24 19:07:22,3.013s,PASSED
"doubleClick(findTestObject(""10-Open Video Conference/button_End Date""))",Chrome 113.0.0.0,,,2023-05-24 19:07:22,2023-05-24 19:07:22,0.668s,PASSED
"verifyElementVisible(findTestObject(""05-Chat/08-Schedule a meeting/calendar modal""))",Chrome 113.0.0.0,,,2023-05-24 19:07:22,2023-05-24 19:07:23,0.948s,PASSED
delay(delay_3seconds),Chrome 113.0.0.0,,,2023-05-24 19:07:23,2023-05-24 19:07:26,3.005s,PASSED
"doubleClick(findTestObject(""10-Open Video Conference/div_recurrence_dropdown""))",Chrome 113.0.0.0,,,2023-05-24 19:07:26,2023-05-24 19:07:27,0.957s,PASSED
"click(findTestObject(""10-Open Video Conference/span_Does not repeat""))",Chrome 113.0.0.0,,,2023-05-24 19:07:27,2023-05-24 19:07:28,0.954s,PASSED
delay(delay_3seconds),Chrome 113.0.0.0,,,2023-05-24 19:07:28,2023-05-24 19:07:31,3.011s,PASSED
"scrollToElement(findTestObject(""10-Open Video Conference/h5_New Guests""), 0)",Chrome 113.0.0.0,,,2023-05-24 19:07:31,2023-05-24 19:07:32,0.386s,PASSED
"verifyElementVisible(findTestObject(""10-Open Video Conference/h5_Current Contacts""))",Chrome 113.0.0.0,,,2023-05-24 19:07:32,2023-05-24 19:07:32,0.725s,PASSED
"click(findTestObject(""10-Open Video Conference/input_Current Contacts_inputSearchContacts""))",Chrome 113.0.0.0,,,2023-05-24 19:07:32,2023-05-24 19:07:33,0.532s,PASSED
"click(findTestObject(""10-Open Video Conference/span_GG tester 2""))",Chrome 113.0.0.0,,,2023-05-24 19:07:33,2023-05-24 19:07:33,0.591s,PASSED
"clickOffset(findTestObject(""10-Open Video Conference/h5_Current Contacts""), 10, 10)",Chrome 113.0.0.0,,,2023-05-24 19:07:33,2023-05-24 19:07:34,0.633s,PASSED
delay(delay_3seconds),Chrome 113.0.0.0,,,2023-05-24 19:07:34,2023-05-24 19:07:37,3.014s,PASSED
"verifyElementVisible(findTestObject(""10-Open Video Conference/h5_New Guests""))",Chrome 113.0.0.0,,,2023-05-24 19:07:37,2023-05-24 19:07:37,0.412s,PASSED
"setText(findTestObject(""10-Open Video Conference/input_Firstname""), ""Automation"")",Chrome 113.0.0.0,,,2023-05-24 19:07:37,2023-05-24 19:07:38,0.829s,PASSED
"setText(findTestObject(""10-Open Video Conference/input_Lastname""), ""Tester"")",Chrome 113.0.0.0,,,2023-05-24 19:07:38,2023-05-24 19:07:39,0.829s,PASSED
"setText(findTestObject(""10-Open Video Conference/input_emailPhonenumber""), ""+1234567890"")",Chrome 113.0.0.0,,,2023-05-24 19:07:39,2023-05-24 19:07:40,0.966s,PASSED
delay(delay_3seconds),Chrome 113.0.0.0,,,2023-05-24 19:07:40,2023-05-24 19:07:43,3.004s,PASSED
"scrollToElement(findTestObject(""10-Open Video Conference/h5_Meeting Title""), 0)",Chrome 113.0.0.0,,,2023-05-24 19:07:43,2023-05-24 19:07:44,0.399s,PASSED
"click(findTestObject(""10-Open Video Conference/button_Create meeting""))",Chrome 113.0.0.0,,,2023-05-24 19:07:44,2023-05-24 19:07:44,0.586s,PASSED
delay(delay_3seconds),Chrome 113.0.0.0,,,2023-05-24 19:07:44,2023-05-24 19:07:47,3.004s,PASSED
"verifyElementVisible(findTestObject(""10-Open Video Conference/div_link_meetingroom""))",Chrome 113.0.0.0,,,2023-05-24 19:07:47,2023-05-24 19:07:48,0.424s,PASSED
delay(delay_2seconds),Chrome 113.0.0.0,,,2023-05-24 19:07:48,2023-05-24 19:07:50,2.018s,PASSED
"click(findTestObject(""10-Open Video Conference/button_Create another meeting""))",Chrome 113.0.0.0,,,2023-05-24 19:07:50,2023-05-24 19:07:50,0.660s,PASSED
delay(delay_4seconds),Chrome 113.0.0.0,,,2023-05-24 19:07:50,2023-05-24 19:07:54,4.016s,PASSED
closeBrowser(),Chrome 113.0.0.0,,,2023-05-24 19:07:54,2023-05-24 19:07:56,1.603s,PASSED
