Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
12.1-EL Sign (Send Documents),Chrome 114.0.0.0,,,2023-06-30 15:54:52,2023-06-30 15:59:41,4m - 48.442s,PASSED
,,,,,,,
Test Cases/12-EL Sign/01-Send Documents (Upload a file-required field is blank),Chrome 114.0.0.0,,,2023-06-30 15:54:53,2023-06-30 15:56:46,1m - 52.899s,PASSED
"openBrowser("""")",Chrome 114.0.0.0,,,2023-06-30 15:54:53,2023-06-30 15:54:59,5.936s,PASSED
navigateToUrl(appURL),Chrome 114.0.0.0,,,2023-06-30 15:54:59,2023-06-30 15:55:15,15.330s,PASSED
maximizeWindow(),Chrome 114.0.0.0,,,2023-06-30 15:55:15,2023-06-30 15:55:15,0.303s,PASSED
"callTestCase(findTestCase(""01-Login and Forgot Password/04-Login(Valid Credentials-With Subscription)""), [:], STOP_ON_FAILURE)",Chrome 114.0.0.0,,,2023-06-30 15:55:15,2023-06-30 15:56:08,53.075s,PASSED
"click(findTestObject(""06-Teams/button_doublearrow""))",Chrome 114.0.0.0,,,2023-06-30 15:56:08,2023-06-30 15:56:12,4.040s,PASSED
"click(findTestObject(""06-Teams/button_My Organizations""))",Chrome 114.0.0.0,,,2023-06-30 15:56:12,2023-06-30 15:56:13,0.984s,PASSED
"click(findTestObject(""02-Side Icons(Organization)/Add Contact/button_Automation Test Org""))",Chrome 114.0.0.0,,,2023-06-30 15:56:13,2023-06-30 15:56:14,1.141s,PASSED
delay(delay_4seconds),Chrome 114.0.0.0,,,2023-06-30 15:56:14,2023-06-30 15:56:18,4.009s,PASSED
"verifyElementVisible(findTestObject(""02-Side Icons(Organization)/Add Contact/span_Automation Test Org""))",Chrome 114.0.0.0,,,2023-06-30 15:56:18,2023-06-30 15:56:19,0.391s,PASSED
delay(delay_5seconds),Chrome 114.0.0.0,,,2023-06-30 15:56:19,2023-06-30 15:56:24,5.017s,PASSED
"scrollToElement(findTestObject(""03-Header Menu/Hamburger Button/div_ELSign""), 0)",Chrome 114.0.0.0,,,2023-06-30 15:56:24,2023-06-30 15:56:24,0.382s,PASSED
"click(findTestObject(""03-Header Menu/Hamburger Button/div_ELSign""))",Chrome 114.0.0.0,,,2023-06-30 15:56:24,2023-06-30 15:56:25,0.489s,PASSED
"verifyElementVisible(findTestObject(""03-Header Menu/Hamburger Button/div_ELSign""))",Chrome 114.0.0.0,,,2023-06-30 15:56:25,2023-06-30 15:56:27,2.821s,PASSED
"verifyElementVisible(findTestObject(""12-EL Sign/h4_ELSign""))",Chrome 114.0.0.0,,,2023-06-30 15:56:27,2023-06-30 15:56:28,0.416s,PASSED
delay(delay_3seconds),Chrome 114.0.0.0,,,2023-06-30 15:56:28,2023-06-30 15:56:31,3.006s,PASSED
"click(findTestObject(""12-EL Sign/div_Send Documents""))",Chrome 114.0.0.0,,,2023-06-30 15:56:31,2023-06-30 15:56:32,1.735s,PASSED
"uploadpackage.Upload.uploadFile(findTestObject(""Object Repository/12-EL Sign/div_Drag and drop or Upload PDF or Word document here""), upload_pdf_file)",Chrome 114.0.0.0,,,2023-06-30 15:56:32,2023-06-30 15:56:36,3.763s,PASSED
delay(delay_3seconds),Chrome 114.0.0.0,,,2023-06-30 15:56:36,2023-06-30 15:56:39,3.019s,PASSED
"click(findTestObject(""12-EL Sign/input_documentTitle""))",Chrome 114.0.0.0,,,2023-06-30 15:56:39,2023-06-30 15:56:41,1.349s,PASSED
"sendKeys(findTestObject(""Object Repository/12-EL Sign/input_documentTitle""), Keys.chord(CONTROL, ""a""))",Chrome 114.0.0.0,,,2023-06-30 15:56:41,2023-06-30 15:56:41,0.433s,PASSED
"sendKeys(findTestObject(""Object Repository/12-EL Sign/input_documentTitle""), Keys.chord(BACK_SPACE))",Chrome 114.0.0.0,,,2023-06-30 15:56:41,2023-06-30 15:56:41,0.408s,PASSED
