Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
13-Income and Expense,Chrome 111.0.0.0,,,2023-03-28 12:29:10,2023-03-28 12:38:45,9m - 34.071s,PASSED
,,,,,,,
Test Cases/13-Income and Expense/01-Add Company (required field is blank),Chrome 111.0.0.0,,,2023-03-28 12:29:12,2023-03-28 12:35:05,5m - 53.142s,PASSED
"openBrowser("""")",Chrome 111.0.0.0,,,2023-03-28 12:29:14,2023-03-28 12:29:23,9.138s,PASSED
"navigateToUrl(""https://lab.everleagues.com/"")",Chrome 111.0.0.0,,,2023-03-28 12:29:23,2023-03-28 12:33:19,3m - 56.500s,PASSED
maximizeWindow(),Chrome 111.0.0.0,,,2023-03-28 12:33:19,2023-03-28 12:33:20,0.555s,PASSED
"callTestCase(findTestCase(""01-Login and Forgot Password/04-Login(Valid Credentials-With Subscription)""), [:], STOP_ON_FAILURE)",Chrome 111.0.0.0,,,2023-03-28 12:33:20,2023-03-28 12:34:21,1m - 0.868s,PASSED
"click(findTestObject(""06-Teams/button_doublearrow""))",Chrome 111.0.0.0,,,2023-03-28 12:34:21,2023-03-28 12:34:25,4.321s,PASSED
"click(findTestObject(""06-Teams/button_My Organizations""))",Chrome 111.0.0.0,,,2023-03-28 12:34:25,2023-03-28 12:34:26,1.120s,PASSED
"click(findTestObject(""02-Side Icons(Organization)/Add Contact/button_Automation Test Org""))",Chrome 111.0.0.0,,,2023-03-28 12:34:26,2023-03-28 12:34:28,1.650s,PASSED
delay(4),Chrome 111.0.0.0,,,2023-03-28 12:34:28,2023-03-28 12:34:32,4.007s,PASSED
"verifyElementVisible(findTestObject(""02-Side Icons(Organization)/Add Contact/span_Automation Test Org""))",Chrome 111.0.0.0,,,2023-03-28 12:34:32,2023-03-28 12:34:33,0.776s,PASSED
delay(5),Chrome 111.0.0.0,,,2023-03-28 12:34:33,2023-03-28 12:34:38,5.019s,PASSED
"scrollToElement(findTestObject(""03-Header Menu/Hamburger Button/div_Income and Expense""), 0)",Chrome 111.0.0.0,,,2023-03-28 12:34:38,2023-03-28 12:34:38,0.694s,PASSED
"click(findTestObject(""03-Header Menu/Hamburger Button/div_Income and Expense""))",Chrome 111.0.0.0,,,2023-03-28 12:34:38,2023-03-28 12:34:39,0.885s,PASSED
"verifyElementVisible(findTestObject(""13-Income and Expense/div_IncomeAndExpense Tracker""))",Chrome 111.0.0.0,,,2023-03-28 12:34:39,2023-03-28 12:34:42,2.418s,PASSED
"verifyElementVisible(findTestObject(""13-Income and Expense/th_Income  Expense Tracker""))",Chrome 111.0.0.0,,,2023-03-28 12:34:42,2023-03-28 12:34:42,0.699s,PASSED
delay(3),Chrome 111.0.0.0,,,2023-03-28 12:34:42,2023-03-28 12:34:45,3.012s,PASSED
"click(findTestObject(""13-Income and Expense/button_ADD COMPANY""))",Chrome 111.0.0.0,,,2023-03-28 12:34:45,2023-03-28 12:34:47,1.115s,PASSED
"click(findTestObject(""13-Income and Expense/mat-icon_clear""))",Chrome 111.0.0.0,,,2023-03-28 12:34:47,2023-03-28 12:34:48,1.389s,PASSED
delay(3),Chrome 111.0.0.0,,,2023-03-28 12:34:48,2023-03-28 12:34:51,3.015s,PASSED
"click(findTestObject(""13-Income and Expense/button_ADD COMPANY""))",Chrome 111.0.0.0,,,2023-03-28 12:34:51,2023-03-28 12:34:52,1.024s,PASSED
"verifyElementVisible(findTestObject(""13-Income and Expense/mat-dialog-container_Add CompanyModal""))",Chrome 111.0.0.0,,,2023-03-28 12:34:52,2023-03-28 12:34:54,1.644s,PASSED
"click(findTestObject(""13-Income and Expense/input_CompanyName""))",Chrome 111.0.0.0,,,2023-03-28 12:34:54,2023-03-28 12:34:54,0.756s,PASSED
"click(findTestObject(""13-Income and Expense/dropdown_CompanyType""))",Chrome 111.0.0.0,,,2023-03-28 12:34:54,2023-03-28 12:34:55,0.784s,PASSED
"doubleClick(findTestObject(""13-Income and Expense/input_CompanyName""))",Chrome 111.0.0.0,,,2023-03-28 12:34:55,2023-03-28 12:34:56,1.049s,PASSED
"click(findTestObject(""13-Income and Expense/dropdown_ChoosingDate""))",Chrome 111.0.0.0,,,2023-03-28 12:34:56,2023-03-28 12:34:58,1.610s,PASSED
"doubleClick(findTestObject(""13-Income and Expense/mat-icon_account""))",Chrome 111.0.0.0,,,2023-03-28 12:34:58,2023-03-28 12:34:59,1.032s,PASSED
